name,grams,kcal
"Pepper, hvit",100,283
"Pepper, sort",100,277
"Persille, norsk, rå",66,32
"Persille, tørket",100,305
"Rosmarin, rå",65,120
"Rosmarin, tørket",100,427
"Safran, tørket",100,352
Sennepsfrø,100,518
"Timian, rå",68,107
"Timian, tørket",100,285
Valmuefrø,100,497
,,
Sukker og søte produkter,,
"Sukker, honning og søte pålegg",,
Honning,100,317
Melis,100,400
"Melkepålegg, med sukker, Hapå",100,308
"Nøttepålegg, med mindre sukker, Nugatti",100,489
"Nøttepålegg, Nugatti",100,525
Sirup,100,297
"Sjokoladepålegg, med mindre sukker, Sjokade",100,390
"Sjokoladepålegg, Sjokade",100,414
"Sukker, brunt",100,376
"Sukker, hvitt",100,400
Vaniljesukker,100,364
,,
Sjokolade og andre søtsaker,,
"Geléfrukt, Seigmenn",100,292
Karamell,100,376
"Karamell, med sjokoladetrekk",100,455
Kokosbolle,100,376
"Lakris, søt",100,330
Lakriskonfekt,100,387
"Marsipan, 30 % mandler",100,444
"Marsipan, 50 % mandler",100,508
"Marsipanbrød, med sjokoladetrekk",100,514
Pastiller,100,257
"Pastiller, uten sukker",100,48
"Sjokolade, fylt, konfekt",100,487
"Sjokolade, hvit",100,544
"Sjokolade, kokesjokolade, lys",100,527
"Sjokolade, kokesjokolade, mørk",100,511
"Sjokolade, Mars",100,423
"Sjokolade, med gelé og marsipan, Troika",100,445
"Sjokolade, med kjeks",100,528
"Sjokolade, med kokosfyll, Bounty",100,478
"Sjokolade, med mandelkrokan, Daim",100,540
"Sjokolade, med mintfyll, After Eight",100,404
"Sjokolade, med nøtter",100,470
"Sjokolade, melkesjokolade",100,541
"Sjokolade, melkesjokolade, porøs",100,521
"Sjokolade, Milky Way",100,465
"Sjokolade, mørk, 70 % kakao",100,584
"Sjokolade, småsjokolader",100,458
"Sjokolade, Snickers",100,498
"Sjokoladepulver, uten melk",100,385
"Skumgodt, Ahlgrens biler",100,363
"Skumgodt, marshmallows",100,263
"Smågodt, blandet, uten sjokolade",100,369
"Smågodt, salte",100,286
"Sukkertøy, drops",100,324
"Tyggegummi, med sukker",100,326
,,
"Margarin, smør, matolje o.l.",,
Margarin og smør,,
Brelett,100,388
Bremykt,100,742
"Bremykt, flytende",100,732
Ghee,100,879
"Ghee, vegetabilsk",100,898
"Margarin, bordmargarin, 60 % fett",100,544
"Margarin, bordmargarin, 80 % fett",100,724
"Margarin, hard",100,722
"Margarin, Melange",100,722
"Margarin, Melange, flytende",100,723
"Margarin, Melange, uten salt og melk, folie",100,720
"Margarin, myk",100,632
"Margarin, Soft ekstra, beger",100,634
"Margarin, Soft Flora lett",100,364
"Margarin, Soft Flora, folie",100,724
"Margarin, Soft Flora, original",100,632
"Margarin, Soft Spesial, redusert saltinnhold",100,720
"Margarin, stekemargarin",100,769
"Margarin, Vita Hjertego´",100,632
"Margarin, Vita Hjertego´ lett",100,364
"Margarin, Vita Hjertego´, flytende",100,767
"Margarin, Vita Pro aktiv",100,317
"Matfett, Flott",100,900
"Matlagingsfett, uspesifisert",100,771
Smør,100,742
"Smør, meierismør, ekstra salt, Kviteseidsmør",100,733
"Smør, usaltet",100,751
,,
"Matolje, frityrfett o.l.",,
Frityrolje,100,891
Hvetekimolje,100,900
Kokosfett,100,900
Kokosnøttolje,100,899
Linfrøolje,100,900
Maisolje,100,892
Olivenolje,100,892
"Olivenolje, extra virgin, jomfruolje",100,889
Palmeolje,100,900
Peanøttolje,100,892
"Raps- og solsikkeolje, Melange",100,900
Rapsolje,100,892
"Rapsolje, kaldpresset, Odelia",100,900
Sesamolje,100,898
Solsikkeolje,100,883
Soyaolje,100,900
Valnøttolje,100,899
Vita Hjertego´ olje,100,900
,,
"Majones, dressing o.l.",,
Aioli,100,728
"Crabsticksalat, majonessalat, 25 % fett",100,250
"Dressing, majonestype, 15 % fett",100,185
"Dressing, majonestype, 30 % fett",100,295
"Dressing, majonestype, 40 % fett",100,406
"Dressing, majonestype, 55 % fett",100,518
"Eggesalat, majonessalat, 37 % fett",100,365
"Frokostsalat, majonessalat, med ostemasse",100,442
"Italiensk salat, majonessalat, 37 % fett",100,360
"Majones, ekstra lett, 25 % fett",100,257
"Majones, ekte",100,728
"Majones, lett, 40 % fett",100,394
"Majones, lett, 50 % fett",100,465
"Rekesalat, majonessalat, 35 % fett",100,359
Remulade,100,617
"Rødbetsalat, majonessalat, 30 % fett",100,317
"Salatdressing, olje og eddik, fransk dressing",100,414
"Salatdressing, uten fett",100,61
Sennepssaus,100,441
Waldorfsalat,100,242
,,
Tran,,
"Tran, Møllers",100,900
"Tran, Møllers Dobbel, kapsler",100,675
"Tran, Nycoplus Apotekets tran",100,900
,,
Drikke,,
"Vann, kaffe, te",,
Café au lait,100,31
"Caffe latte, enkel, med helmelk",100,58
"Caffe latte, enkel, med lettmelk",100,41
Caffe mocca,100,91
"Cappucino, enkel, med helmelk",100,53
"Cappucino, enkel, med lettmelk",100,38
"Cortado, enkel",100,32
"Espresso, enkel",100,9
"Kaffe, pulver, tilberedt",100,0
"Kaffe, traktet, kokt",100,1
"Macchiato, enkel",100,11
"Mineralvann, med kullsyre, Bonaqua naturell",100,0
"Mineralvann, med kullsyre, Bris naturell",100,0
"Mineralvann, med kullsyre, Farris naturell",100,0
"Mineralvann, med kullsyre, Olden",100,0
"Mineralvann, uten kullsyre, Bonaqua naturell",100,0
"Mineralvann, uten kullsyre, Olden",100,0
"Te, grønn, tilberedt",100,0
"Te, svart, tilberedt",100,0
"Vann, drikkevann",100,0
,,
"Juice, saft, brus o.l.",,
Ananasjuice,100,50
Appelsinjuice,100,43
"Appelsinsaft, drikkeklar",100,34
"Appelsinsaft, ublandet",100,173
"Brus, Bitter lemon",100,44
"Brus, cola, kunstig søtet, lett",100,0
"Brus, cola, med sukker",100,42
"Brus, fruktjuice, kunstig søtet, lett, Solo light, Mozell light o.l.",100,4
"Brus, fruktjuice, med sukker, Solo, Mozell o.l.",100,44
"Brus, sitronsmak, kunstig søtet, lett",100,0
"Brus, sitronsmak, med sukker",100,40
"Brus, Tonic water",100,36
Druejuice,100,66
"Energidrikk, tilsatt taurin, koffein og B-vitaminer",100,49
"Energidrikk, tilsatt taurin, koffein og B-vitaminer, sukkerfri",100,3
"Eplejuice, most",100,42
Eplenektar,100,43
Grapefruktjuice,100,39
"Havredrikke, sjokoladesmak, tilsatt kalsium og vitaminer",100,42
"Havredrikke, tilsatt kalsium og vitaminer",100,46
"Husholdningssaft, drikkeklar",100,42
"Husholdningssaft, ublandet, kjøpt",100,203
"Iste, kunstig søtet, lett, Nestea",100,0
"Iste, Nestea",100,18
Kokosvann,100,18
"Leskedrikk, kunstig søtet, drikkeklar",100,4
Mandeldrikke,100,26
"Mandeldrikke, tilsatt kalsium og vitaminer",100,26
Risdrikke,100,36
"Saft, 1000 g sukker pr. l råsaft, drikkeklar",100,43
"Saft, 1000 g sukker pr. l råsaft, ublandet",100,217
"Saft, 500 g sukker pr. l råsaft, drikkeklar",100,39
"Saft, 500 g sukker pr. l råsaft, ublandet",100,156
"Sitronsaft, flaske",100,8
"Smoothie, med juice, banan og bær",100,57
"Smoothie, med yoghurt, juice, banan og bær",100,60
"Solbærsaft, 1000 g sukker pr. l råsaft, drikkeklar",100,43
"Solbærsaft, 1000 g sukker pr. l råsaft, ublandet",100,217
"Solbærsaft, 500 g sukker pr. l råsaft, drikkeklar",100,39
"Solbærsaft, 500 g sukker pr. l råsaft, ublandet",100,156
"Solbærsirup, drikkeklar",100,32
"Solbærsirup, ublandet",100,193
"Soyadrikke, tilsatt kalsium, søtet",100,44
"Soyadrikke, tilsatt kalsium, usøtet",100,41
Tranebærjuice,100,51
Tropisk juice,100,43
,,
Alkoholholdige drikkevarer,,
"Brennevin, 40 vol-% alkohol",100,244
"Brennevin, 60 vol-% alkohol",100,369
"Cider, søt, 4,5 vol-% alkohol",100,59
"Dessertvin, ekstra søt, musserende",100,76
"Gulløl, 5,7 vol-% alkohol",100,58
"Hetvin, søt, 17 vol-% alkohol",100,138
"Hetvin, tørr, 15 vol-% alkohol",100,96
"Hvitvin, halvsøt/søt, inkl musserende",100,72
"Hvitvin, halvtørr, 10 vol-% alkohol",100,72
"Hvitvin, rosé, musserende",100,104
"Hvitvin, tørr, 12 vol-% alkohol",100,69
"Lettøl, lett, 2,5 vol-% alkohol",100,25
"Likør, 17 vol-% alkohol, fløtebasert",100,303
"Likør, 35 vol-% alkohol",100,313
"Likør, søt, 21 vol-% alkohol",100,225
"Mørkt øl, Bayer og juleøl, 4,5-4,7 vol-% alkohol",100,42
"Pils, 4,7 vol-% alkohol",100,41
"Rødvin, 12 vol-% alkohol",100,74
"Rødvin, tørr",100,64
"Rødvin, uspesifisert",100,70
"Sterkvin, søt, portvin, 20 vol-% alkohol",100,151
"Sterkvin, søt, vermouth, 15 vol-% alkohol",100,130
"Sterkøl, bokkøl, 6,5 vol-% alkohol",100,63
"Vin, alkoholfri",100,17
"Vin, alkoholsvak",100,36
Vørterøl,100,38
"Øl, alkoholfritt",100,24
"Øl, redusert energiinnhold, lavkarbo",100,32
,,
"Diverse retter, produkter og ingredienser",,
"Pizza, pai, taco o.l.",,
"Kjøttkaker med ertestuing, Fjordland",100,110
"Kjøttsuppe med grønnsaker og poteter, Fjordland",100,41
"Kokt laks med urtesaus, gulrot og poteter, Fjordland",100,101
"Pai, med skinke og ost",100,281
"Pannekaker, av pulver, Toro",100,158
"Pannekaker, grove",100,152
"Pannekaker, med banan",100,159
"Pannekaker, med helmelk, stekt i hard margarin",100,203
"Pannekaker, med lettmelk, stekt i hard margarin",100,186
"Pannekaker, med lettmelk, stekt i myk margarin",100,183
"Pannekaker, med skummet melk, stekt i hard margarin",100,175
"Pannekaker, med skummet melk, stekt uten fett",100,154
"Pizza, Big One Classic",100,218
"Pizza, Big One New York Grilled Steak",100,202
"Pizza, Grandiosa kjøttdeig og løk",100,197
"Pizza, Grandiosa Original",100,198
"Pizza, kjøpt",100,220
"Pizza, med tomatsaus og ost",100,181
"Pizza, Ristorante Mozarella",100,260
"Pizza, Ristorante Speciale",100,236
"Pizza, Stenovnsbakt Tradizionale Diavola",100,227
"Pizza, Take Away Meat Lover by Big One",100,218
"Pizzafyllbasis, uten kjøtt",100,65
"Svinestek med surkål og poteter, Fjordland",100,79
"Taco med skjell/tubs, kjøttdeig, grønnsaker",100,212
"Taco med skjell/tubs, kylling, grønnsaker",100,134
"Taco med skjell/tubs, laks, grønnsaker",100,227
"Taco med tortilla, kjøttdeig, grønnsaker",100,212
"Taco med tortilla, kylling, grønnsaker",100,134
"Taco med tortilla, laks, grønnsaker",100,204
,,
Grøt,,
Fløyelsgrøt,100,129
"Havregrøt, med melk",100,78
"Havregrøt, med vann",100,39
"Risgrøt, med helmelk",100,93
"Risgrøt, med lettmelk",100,79
Rømmegrøt,100,209
Semulegrøt,100,102
,,
"Supper, saus og grytebaser",,
"Bernaisesaus, av pulver",100,221
"Betasuppe, av pulver, tilberedt",100,37
"Blomkål/brokkolisuppe, Rett i koppen",100,34
"Blomkålsuppe, av pulver",100,33
"Blomkålsuppe, hjemmelaget",100,29
"Brokkkolisuppe, protein- og energirik",100,138
"Brun saus, av blokk",100,55
"Brun saus, kjøttkakesaus, av pulver",100,34
"Brun saus, med løk, av pulver",100,39
"Dipsaus, sursøt barbequesaus",100,96
"Ertestuing, av pulver",100,134
"Ertesuppe, av pulver",100,57
"Fiskesuppe, Bergensk, av pulver",100,39
"Grytebasis, Jegergryte, uten kjøtt",100,118
"Grytebasis, med pasta, italiensk, uten kjøtt",100,63
"Grytebasis, med ris, meksikansk, uten kjøtt",100,69
"Grytebasis, orientalsk, uten kjøtt",100,57
"Grytebasis, Pasta di Napoli, uten kjøtt",100,122
"Grytebasis, Stroganoff, uten kjøtt",100,64
"Hvit saus, av pulver",100,69
"Kjøttbuljong, tilberedt",100,3
"Kyllingsuppe, protein- og energirik",100,138
"Pesto, grønn, hjemmelaget",100,632
"Pesto, grønn, kjøpt",100,520
"Sjysaus, av pulver",100,18
Soyasaus,100,84
"Tomatsuppe, av pulver",100,36
"Tomatsuppe, med krutonger, Rett i koppen",100,41
"Tomatsuppe, med makaroni, av pulver",100,43
"Viltsaus, av pulver",100,79
,,
"Dessert, iskrem og tilbehør",,
"Eggekrem, vaniljekrem",100,116
"Fromasj, av pulver",100,187
"Fruktsaus, av pulver",100,56
"Fruktsuppe, av pulver",100,49
"Gelé, av pulver",100,82
"Is, vegetabilsk fett, margarinis, 10 % fett",100,193
"Iskrem, fløte, med ekstra sjokolade",100,275
"Iskrem, fløte, med sjokoladebiter",100,241
"Iskrem, fløtebasert",100,194
"Iskrem, lettis, med mindre sukker og fett",100,140
"Iskrem, med kjeks, Krone-is med jordbær",100,268
"Iskrem, med kjeks, Krone-is med sjokolade",100,300
"Iskrem, med kjeks, Lion King Size",100,326
"Iskrem, med kjeks, sjokolade, nøtter",100,263
"Iskrem, med kjeks, syltetøy, sjokolade",100,234
"Iskrem, pinneis, Royal Mørk",100,298
"Iskrem, yoghurtis",100,173
"Kakekrem, romsmak, Piano",100,150
"Karamellpudding, Piano",100,126
Karamellsaus,100,280
Melisglasur,100,342
Moltekrem,100,272
"Nypesuppe, av pulver",100,47
"Nypesuppe, pulver",100,299
Panna cotta,100,367
"Pudding, mandelsmak, Piano",100,104
Rabarbragrøt,100,71
Riskrem,100,173
Rislunsj med jordbær,100,138
Saftis,100,71
"Saftis, Lollipop",100,120
Sjokoladefondant,100,415
Sjokoladeglasur,100,382
Sjokolademousse,100,362
"Sjokoladepudding, av pulver",100,92
"Sjokoladepudding, Piano",100,111
"Sjokoladesaus, kjøpt",100,268
"Smørkrem, med hard margarin",100,541
"Smørkrem, med smør",100,555
Sorbet,100,181
"Tilslørte bondepiker, med kavring",100,228
Trollkrem,100,129
"Vaniljekrem, med helmelk",100,115
"Vaniljekrem, Piano",100,147
"Vaniljesaus, av pulver",100,76
"Vaniljesaus, Piano",100,146
,,
Snacks,,
Baconcrisp,100,606
Chilinøtter,100,519
"Chilinøtter, Den lille nøttefabrikken",100,531
"Chilinøtter, Eldorado",100,522
"Chilinøtter, Polly",100,505
Ostepop,100,495
"Popcorn, kjøpt",100,398
"Popcorn, mikrobølgeovn",100,457
"Popcorn, poppet i soyaolje",100,453
"Popcorn, uten fett",100,367
Potetchips,100,517
"Potetchips, Kims",100,509
"Potetchips, Maarud",100,525
"Potetchips, med mindre fett",100,458
"Potetchips, stekt i peanøttolje",100,509
"Potetchips, Sørlandschips",100,471
"Potetskruer, potetringer",100,490
Saltstenger,100,380
"Tortillachips, nachochips",100,475
"Tortillachips, nachochips, Maarud Tortilla Cheese",100,491
"Tortillachips, nachochips, Santa Maria",100,459
,,
Vegetarprodukter og retter,,
"Bønnegryte, vegetarisk",100,70
"Bønnekarbonader, stekt i soyaolje",100,192
"Grønnsaksgryte, med potet",100,56
"Grønnsaksrøre, med tomat, Ratatouille",100,48
Hummus,100,193
"Salat, gresk, med fetaost, oliven",100,69
"Sesampostei/-pasta, tahini",100,626
"Sopprotein, Quorn",100,90
"Soyaburger, stekt i vegetabilsk olje",100,195
"Soyaprotein, teksturert",100,273
"Soyapølse, hermetisk",100,201
"Tofu, soyabønneprodukt",100,77
"Vegetabilsk postei, Tartex",100,253
"Vegetarisk farse, soyaprotein, fryst",100,149
,,
Diverse ingredienser,,
Bakepulver,100,172
Balsamicoeddik,100,62
Butterdeig,100,397
"Eddik, 7 %",100,4
Filodeig,100,285
Floradix,100,74
"Gelatin, plater/pulver",100,343
"Gjær, pressgjær",100,107
"Gjær, tørrgjær",100,341
Havsalt,100,0
Kakaopulver,100,379
"Karripasta, curry paste",100,269
"Kokosmasse, usøtet",100,666
Kokosmelk,100,209
"Kokosmelk, mager, hermetisk",100,72
"Kondensert melk, søtet",100,327
Mineralsalt,100,0
"Miso, fermentert soyabønnepasta",100,172
"Multi 0,65 g/stk, Nycoplus",100,6
"Multi Barn 1,1 g/stk, Nycoplus",100,84
"Multi Vitaminmikstur, Nycoplus",100,182
Natron,100,0
"Salt, bordsalt",100,0
"Salt, bordsalt, jodert, Jozo",100,0
Sanasol,100,213
Sennep,100,158
Urtesalt,100,47
"Vitaminbjørner, 2,1 g/stk, Collett",100,105
"Vitamineral, 0,55 g/stk, Vitaplex",100,35
Wonton-ark,100,281
,,
"Pulver, tørr vare",,
Buljongpulver,100,144
"Fiskesuppe, Bergensk, pulver",100,358
"Grytebasis, med ris, pulver",100,370
"Grytebasis, med spagetti, pulver",100,340
"Potetmospulver, med melk",100,344
"Sjokoladedrikk, Rett i koppen",100,65
Taco kryddermix,100,226
"Taco kryddermix, Old El Paso",100,214
"Taco kryddermix, Old El Paso",100,214
"Taco kryddermix, Santa Maria",100,238
"Taco kryddermix, Santa Maria",100,238
"Tomatsuppe, pulver",100,372
"Tomatsuppe, pulver",100,372
,,
Spedbarnsmat,,
"Barnemat, middag, pasta og oksekjøtt, fra 12 mnd",100,101
"Barnemat, middag, pasta og oksekjøtt, fra 6 mnd",100,85
"Barnemat, middag, pasta og skinke, fra 8 mnd",100,87
"Barnemat, middag, potet og fiskeboller, fra 8 mnd",100,84
"Barnemat, middag, potet og lam, fra 6 mnd",100,75
"Barnemat, middag, potet og oksekjøtt, fra 12 mnd",100,87
"Barnemat, middag, ris og kalkun/kylling, fra 12 mnd",100,86
"Flerkornsgrøt med eple og pære, fra 12 mnd, pulver, Småfolk",100,456
"Flerkornsgrøt med eple og pære, fra 12 mnd, spiseklar, Småfolk",100,105
"Fruktgrøt med eple og banan, fra 6 mnd, pulver, Småfolk",100,456
"Fruktgrøt med eple og banan, fra 6 mnd, spiseklar, Småfolk",100,105
"Fruktgrøt med pære og banan, fra 8 mnd, pulver, Nestlé",100,385
"Fruktgrøt med pære og banan, fra 8 mnd, spiseklar, Nestlé",100,88
"Fruktpuré, eple, med fersken og mango, fra 4 mnd, HiPP",100,49
"Fruktpuré, med eple og banan, fra 4 mnd, HiPP",100,55
"Fruktpuré, med eple og pære, fra 4 mnd, HiPP",100,49
"Fruktpuré, med eple, banan og jordbær, fra 6 mnd, HiPP",100,54
"Fruktpuré, med eple, fersken, blåbær og bringebær, fra 6 mnd, HiPP",100,49
"Fruktpuré, med eple, jordbær, banan og blåbær, fra 6 mnd, HiPP",100,50
"Fruktpuré, med fersken, mango og eple, fra 4 mnd, HiPP",100,55
"Fruktsmoothie, med eple, jordbær og banan, fra 6 mnd, Nestlé",100,60
"Fullkornsgrøt med eksotiske frukter og müsli, fra 12 mnd, pulver, Nestlé",100,390
"Fullkornsgrøt med eksotiske frukter og müsli, fra 12 mnd, spiseklar, Nestlé",100,66
"Fullkornsgrøt med pære, eple og bringebær, fra 8 mnd, pulver, Småfolk",100,452
"Fullkornsgrøt med pære, eple og bringebær, fra 8 mnd, spiseklar, Småfolk",100,104
"God natt havregrøt naturell, fra 6 mnd, pulver, Nestlé",100,417
"God natt havregrøt naturell, fra 6 mnd, spiseklar, Nestlé",100,96
"Grøt, med ris, mais og banan, fra 4 mnd, pulver, Nestlé",100,385
"Grøt, med ris, mais og banan, fra 4 mnd, spiseklar, Nestlé",100,88
"Havregrøt med banan og bringebær, fra 6 mnd, pulver, Nestlé",100,392
"Havregrøt med banan og bringebær, fra 6 mnd, spiseklar, Nestlé",100,90
"Havregrøt med banan og mango, fra 8 mnd, pulver, Nestlé",100,397
"Havregrøt med banan og mango, fra 8 mnd, spiseklar, Nestlé",100,91
"Hirsegrøt med eple og pære, fra 6 mnd, pulver, Holle",100,377
"Hirsegrøt med eple og pære, fra 6 mnd, spiseklar, Holle",100,41
"Kveldsgrøt, med ris, pasta og gulrot, fra 6 mnd, pulver, Semper",100,398
"Kveldsgrøt, med ris, pasta og gulrot, fra 6 mnd, spiseklar, Semper",100,91
Morsmelk,100,71
"Morsmelkerstatning, fra fødsel, drikkeklar",100,65
"Morsmelkerstatning, fra fødsel, pulver",100,519
"Sinlac spesialgrøt, pulver, Nestlé",100,380
"Sinlac spesialgrøt, spiseklar, Nestlé",100,87
"Tilskuddsblanding, fra 6 mnd, drikkeklar",100,68
"Tilskuddsblanding, fra 6 mnd, pulver",100,519
